Day,Time,Condition,Envir,Reading,PID
T1,11:15:00,Blinds,light,2797.6,RR2
T1,11:30:00,Blinds,light,2892.6,RR2
T1,11:45:00,Blinds,light,3199.3,RR2
T1,12:00:00,Blinds,light,3430.2,RR2
T1,12:15:00,Blinds,light,3713.9,RR2
T1,12:30:00,Blinds,light,3864,RR2
T1,12:45:00,Blinds,light,4723.9,RR2
T1,13:00:00,Blinds,light,4126.5,RR2
T1,13:15:00,Blinds,light,3166.8,RR2
T1,13:30:00,Blinds,light,3841.3,RR2
T1,13:45:00,Blinds,light,2302.8,RR2
T1,14:00:00,Blinds,light,1693.3,RR2
T1,14:15:00,Blinds,light,1712.9,RR2
T1,14:30:00,Blinds,light,1680.8,RR2
T1,14:45:00,Blinds,light,1694.2,RR2
T1,15:00:00,Blinds,light,1717.3,RR2
T1,15:15:00,Blinds,light,1786.4,RR2
T1,15:30:00,Blinds,light,1747.6,RR2
T1,15:45:00,Blinds,light,1792.4,RR2
T1,16:00:00,Blinds,light,1848.7,RR2
T1,16:15:00,Blinds,light,1740.1,RR2
T1,16:30:00,Blinds,light,1468.6,RR2
T1,16:45:00,Blinds,light,1326.8,RR2
T1,17:00:00,Blinds,light,1746.5,RR2
T1,17:15:00,Blinds,light,1520.3,RR2
T1,17:30:00,Blinds,light,784.8,RR2
T1,17:45:00,Blinds,light,446.4,RR2
T1,18:00:00,Blinds,light,86.9,RR2
T1,18:15:00,Blinds,light,83,RR2
T1,18:30:00,Blinds,light,43,RR2
T1,18:45:00,Blinds,light,14.7,RR2
T1,19:00:00,Blinds,light,0.6,RR2
T1,19:15:00,Blinds,light,0,RR2
T1,19:30:00,Blinds,light,0,RR2
T1,19:45:00,Blinds,light,0,RR2
T1,20:00:00,Blinds,light,0,RR2
T1,20:15:00,Blinds,light,0,RR2
T1,20:30:00,Blinds,light,0,RR2
T1,20:45:00,Blinds,light,0,RR2
T1,21:00:00,Blinds,light,0,RR2
T1,21:15:00,Blinds,light,0,RR2
T1,21:30:00,Blinds,light,0,RR2
T1,21:45:00,Blinds,light,0,RR2
T1,22:00:00,Blinds,light,0,RR2
T1,22:15:00,Blinds,light,0,RR2
T1,22:30:00,Blinds,light,0,RR2
T1,22:45:00,Blinds,light,0,RR2
T1,23:00:00,Blinds,light,0,RR2
T1,23:15:00,Blinds,light,0,RR2
T1,23:30:00,Blinds,light,0,RR2
T1,23:45:00,Blinds,light,0,RR2
T2,0:00:00,Blinds,light,0,RR2
T2,0:15:00,Blinds,light,0,RR2
T2,0:30:00,Blinds,light,0,RR2
T2,0:45:00,Blinds,light,0,RR2
T2,1:00:00,Blinds,light,0,RR2
T2,1:15:00,Blinds,light,0,RR2
T2,1:30:00,Blinds,light,0,RR2
T2,1:45:00,Blinds,light,0,RR2
T2,2:00:00,Blinds,light,0,RR2
T2,2:15:00,Blinds,light,0,RR2
T2,2:30:00,Blinds,light,0,RR2
T2,2:45:00,Blinds,light,0,RR2
T2,3:00:00,Blinds,light,0,RR2
T2,3:15:00,Blinds,light,0,RR2
T2,3:30:00,Blinds,light,0,RR2
T2,3:45:00,Blinds,light,0,RR2
T2,4:00:00,Blinds,light,0,RR2
T2,4:15:00,Blinds,light,0,RR2
T2,4:30:00,Blinds,light,0,RR2
T2,4:45:00,Blinds,light,0,RR2
T2,5:00:00,Blinds,light,0,RR2
T2,5:15:00,Blinds,light,0,RR2
T2,5:30:00,Blinds,light,2.6,RR2
T2,5:45:00,Blinds,light,15,RR2
T2,6:00:00,Blinds,light,34.8,RR2
T2,6:15:00,Blinds,light,43.7,RR2
T2,6:30:00,Blinds,light,69.2,RR2
T2,6:45:00,Blinds,light,74.9,RR2
T2,7:00:00,Blinds,light,65.9,RR2
T2,7:15:00,Blinds,light,104.5,RR2
T2,7:30:00,Blinds,light,88.2,RR2
T2,7:45:00,Blinds,light,488.7,RR2
T2,8:00:00,Blinds,light,1005.8,RR2
T2,8:15:00,Blinds,light,1072.8,RR2
T2,8:30:00,Blinds,light,1219.7,RR2
T2,8:45:00,Blinds,light,1163.8,RR2
T2,9:00:00,Blinds,light,1241.1,RR2
T2,9:15:00,Blinds,light,1378,RR2
T2,9:30:00,Blinds,light,1570.4,RR2
T2,9:45:00,Blinds,light,1794.6,RR2
T2,10:00:00,Blinds,light,1786.6,RR2
T2,10:15:00,Blinds,light,1838.1,RR2
T2,10:30:00,Blinds,light,1901.2,RR2
T2,10:45:00,Blinds,light,1685,RR2
